level_0,index,datetime,total_real_power,reactive_power,voltage,current_intensity,kitchen,laundry_room,temp_control
5953,5953,2007-08-21 18:00:00,38.592,5.7379999999999995,238.67616666666666,165.2,0.0,0.0,27.66
5954,5954,2007-08-21 19:00:00,21.25,10.412,239.36216666666667,98.0,0.0,0.0,0.0
5955,5955,2007-08-21 20:00:00,65.87,14.283999999999999,238.71616666666665,287.0,0.0,0.0,4.74
5956,5956,2007-08-21 21:00:00,102.53399999999999,6.332,238.19650000000001,431.8,0.0,0.0,43.800000000000004
5957,5957,2007-08-21 22:00:00,49.9,6.124,241.64166666666668,211.2,0.0,0.0,0.0
5958,5958,2007-08-21 23:00:00,12.02,5.372,243.48333333333332,58.0,0.0,0.0,0.0
5959,5959,2007-08-22 00:00:00,12.006,5.196,241.09533333333331,58.4,0.0,0.0,0.0
5960,5960,2007-08-22 01:00:00,48.964,5.2,240.60183333333333,207.4,0.0,0.0,36.6
5961,5961,2007-08-22 02:00:00,11.312000000000001,4.806,242.67366666666666,54.0,0.0,0.0,0.0
5962,5962,2007-08-22 03:00:00,9.946,4.71,242.21316666666664,44.2,0.0,0.0,0.0
5963,5963,2007-08-22 04:00:00,10.806,5.76,240.85750000000002,49.6,0.0,0.0,0.0
5964,5964,2007-08-22 05:00:00,9.948,4.612,240.88766666666666,45.0,0.0,0.0,0.0
5965,5965,2007-08-22 06:00:00,10.144,5.008,241.7125,45.6,0.0,0.0,0.0
5966,5966,2007-08-22 07:00:00,36.718,6.572,241.51016666666666,162.2,0.0,0.0,0.0
5967,5967,2007-08-22 08:00:00,100.098,6.492,238.91366666666667,419.6,26.28,0.0,58.38
5968,5968,2007-08-22 09:00:00,78.312,5.186,239.62266666666667,325.4,4.5,0.0,63.300000000000004
5969,5969,2007-08-22 10:00:00,70.42,5.534,240.014,297.4,27.78,0.0,32.160000000000004
5970,5970,2007-08-22 11:00:00,10.772,5.768,240.13633333333334,49.6,0.0,0.0,0.0
5971,5971,2007-08-22 12:00:00,9.932,4.626,240.49883333333335,44.6,0.0,0.0,0.0
5972,5972,2007-08-22 13:00:00,10.59,5.44,240.93733333333333,48.6,0.0,0.0,0.0
5973,5973,2007-08-22 14:00:00,10.112,4.864,240.9545,45.8,0.0,0.0,0.0
5974,5974,2007-08-22 15:00:00,9.968,4.748,241.71016666666668,44.6,0.0,0.0,0.0
5975,5975,2007-08-22 16:00:00,11.076,6.22,241.7225,51.0,0.0,0.0,0.0
5976,5976,2007-08-22 17:00:00,10.328,5.188,242.23216666666667,47.0,0.0,0.0,0.0
5977,5977,2007-08-22 18:00:00,142.064,12.202,241.27316666666667,599.0,72.96,5.1,37.74
5978,5978,2007-08-22 19:00:00,194.348,17.64,238.79533333333333,820.4,51.18,13.559999999999999,62.88
5979,5979,2007-08-22 20:00:00,129.178,7.498,240.43166666666667,534.4,0.18,0.0,63.78
5980,5980,2007-08-22 21:00:00,85.702,3.944,239.681,353.6,0.0,0.0,63.300000000000004
5981,5981,2007-08-22 22:00:00,122.73,7.874,240.4045,511.8,0.0,44.580000000000005,16.32
5982,5982,2007-08-22 23:00:00,64.334,9.2,240.736,283.4,0.0,46.92,0.0
5983,5983,2007-08-23 00:00:00,12.568,5.63,240.80983333333333,58.6,0.0,2.2199999999999998,0.0
5984,5984,2007-08-23 01:00:00,10.87,5.236,241.65033333333335,52.2,0.0,0.6,0.0
5985,5985,2007-08-23 02:00:00,36.048,5.05,240.35150000000002,153.8,0.0,0.54,24.96
5986,5986,2007-08-23 03:00:00,27.47,4.208,239.57083333333333,119.0,0.0,0.6,17.22
5987,5987,2007-08-23 04:00:00,11.3,5.646,239.879,54.4,0.0,0.6,0.0
5988,5988,2007-08-23 05:00:00,10.526,4.648,239.58233333333334,49.8,0.0,0.6,0.0
5989,5989,2007-08-23 06:00:00,38.26,6.1499999999999995,241.317,169.4,0.0,0.48,0.0
5990,5990,2007-08-23 07:00:00,119.53,8.13,238.65783333333331,502.8,0.0,0.0,38.28
5991,5991,2007-08-23 08:00:00,119.458,6.934,238.067,503.2,28.98,0.0,62.52
5992,5992,2007-08-23 09:00:00,53.324,4.874,239.33766666666668,233.0,32.64,0.0,7.26
5993,5993,2007-08-23 10:00:00,13.98,5.148,238.77666666666667,69.0,0.0,0.0,0.0
5994,5994,2007-08-23 11:00:00,13.614,5.868,240.07533333333333,64.6,0.0,0.0,0.0
5995,5995,2007-08-23 12:00:00,16.624,4.84,241.72933333333333,76.2,0.0,0.0,0.3
5996,5996,2007-08-23 13:00:00,147.168,8.048,240.501,614.6,60.48,0.0,63.900000000000006
5997,5997,2007-08-23 14:00:00,79.008,6.76,240.7515,329.0,0.48,0.0,59.160000000000004
5998,5998,2007-08-23 15:00:00,17.112000000000002,5.492,242.59966666666665,80.0,0.0,0.0,0.0
5999,5999,2007-08-23 16:00:00,15.66,4.414,242.89116666666666,74.2,0.0,0.0,0.0
6000,6000,2007-08-23 17:00:00,23.56,6.93,242.41400000000002,108.4,0.0,0.0,0.0
6001,6001,2007-08-23 18:00:00,49.528,10.15,240.20350000000002,221.0,0.0,0.0,0.0
6002,6002,2007-08-23 19:00:00,103.03,14.532,240.13433333333333,429.8,0.0,0.0,46.92
6003,6003,2007-08-23 20:00:00,40.694,12.64,241.44083333333336,174.2,0.0,4.56,0.0
6004,6004,2007-08-23 21:00:00,49.93,8.372,242.2758333333333,216.4,0.0,4.14,0.0
6005,6005,2007-08-23 22:00:00,33.704,3.27,241.50383333333332,149.8,0.42,0.6,0.0
6006,6006,2007-08-23 23:00:00,69.346,4.984,241.015,292.2,27.119999999999997,0.6,0.0
6007,6007,2007-08-24 00:00:00,51.806000000000004,14.366,241.0135,229.4,29.279999999999998,4.5,0.0
6008,6008,2007-08-24 01:00:00,20.996,12.196,241.92116666666666,102.0,0.0,4.2,4.92
6009,6009,2007-08-24 02:00:00,44.302,11.756,241.7795,190.6,0.0,4.14,29.82
6010,6010,2007-08-24 03:00:00,15.378,13.53,242.91266666666667,81.8,0.0,4.08,0.0
6011,6011,2007-08-24 04:00:00,11.87,7.402,242.65766666666664,56.2,0.0,1.38,0.0
6012,6012,2007-08-24 05:00:00,9.954,4.228,242.82999999999998,47.2,0.0,0.0,0.0
6013,6013,2007-08-24 06:00:00,14.918,12.104000000000001,242.319,77.8,0.0,4.08,0.0
6014,6014,2007-08-24 07:00:00,37.184,7.574,241.192,168.4,0.0,1.14,0.0
6015,6015,2007-08-24 08:00:00,96.282,5.966,238.9343333333333,407.8,0.0,22.86,47.82
6016,6016,2007-08-24 09:00:00,84.882,10.610000000000001,237.57166666666666,356.0,0.0,5.58,62.28
6017,6017,2007-08-24 10:00:00,69.362,5.866,236.82916666666668,293.6,0.0,0.6,50.82
6018,6018,2007-08-24 11:00:00,17.842,6.008,238.60583333333335,82.8,0.0,0.24,0.0
6019,6019,2007-08-24 12:00:00,66.434,10.866,239.27349999999998,279.2,0.0,4.4399999999999995,44.940000000000005
6020,6020,2007-08-24 13:00:00,86.54,5.218,239.87616666666665,359.2,0.0,0.0,63.480000000000004
6021,6021,2007-08-24 14:00:00,154.038,8.384,239.8455,644.8,0.0,67.68,63.42
6022,6022,2007-08-24 15:00:00,78.586,13.05,241.26233333333332,333.0,0.0,12.72,49.440000000000005
6023,6023,2007-08-24 16:00:00,19.502,7.38,241.825,91.4,0.0,3.54,0.0
6024,6024,2007-08-24 17:00:00,16.278,4.352,241.9385,75.0,0.0,0.6599999999999999,0.0
6025,6025,2007-08-24 18:00:00,65.412,16.414,241.28101694915253,284.6,15.42,4.5,21.48
6026,6026,2007-08-24 19:00:00,168.618,26.228,239.18966666666665,719.2,52.68,4.9799999999999995,63.06
6027,6027,2007-08-24 20:00:00,163.284,22.134,239.11533333333333,694.2,15.120000000000001,26.34,63.06
6028,6028,2007-08-24 21:00:00,105.16,19.568,239.3345,446.0,0.0,5.76,7.38
6029,6029,2007-08-24 22:00:00,89.912,5.4,240.51016666666666,378.8,0.0,0.0,0.0
6030,6030,2007-08-24 23:00:00,167.674,12.092,239.86633333333333,707.6,0.96,43.5,24.72
6031,6031,2007-08-25 00:00:00,210.33,17.72,237.88183333333333,892.4,26.220000000000002,76.5,61.74
6032,6032,2007-08-25 01:00:00,45.228,10.812,240.63933333333335,200.0,29.58,5.1,0.0
6033,6033,2007-08-25 02:00:00,11.936,6.16,241.6525,57.8,0.0,0.6,0.0
6034,6034,2007-08-25 03:00:00,14.036,9.688,242.34966666666665,71.8,0.0,3.1799999999999997,0.0
6035,6035,2007-08-25 04:00:00,14.132,10.042,241.54916666666668,72.8,0.0,3.12,0.0
6036,6036,2007-08-25 05:00:00,11.536,5.76,242.49083333333334,54.8,0.0,0.6,0.0
6037,6037,2007-08-25 06:00:00,13.376,8.786,242.04716666666667,66.60000000000001,0.0,3.42,0.0
6038,6038,2007-08-25 07:00:00,13.256,8.904,242.3665,66.8,0.0,2.52,0.0
6039,6039,2007-08-25 08:00:00,10.312,4.796,242.06183333333334,46.4,0.0,0.0,0.0
6040,6040,2007-08-25 09:00:00,62.49,9.642,238.875,272.0,0.0,3.1799999999999997,31.080000000000002
6041,6041,2007-08-25 10:00:00,19.466,8.646,238.24233333333333,97.0,0.0,1.38,0.0
6042,6042,2007-08-25 11:00:00,20.830000000000002,4.46,238.17766666666665,98.0,0.0,0.0,0.0
6043,6043,2007-08-25 12:00:00,20.092,12.55,238.85183333333333,97.4,0.0,3.7199999999999998,0.0
6044,6044,2007-08-25 13:00:00,45.862,12.6,238.6215,210.0,0.0,0.84,3.6
6045,6045,2007-08-25 14:00:00,108.808,10.686,236.14849999999998,463.8,25.92,0.72,61.56
6046,6046,2007-08-25 15:00:00,119.678,16.02,236.8795,511.0,40.38,4.26,61.92
6047,6047,2007-08-25 16:00:00,121.444,13.054,236.67433333333335,527.0,45.42,1.92,61.800000000000004
6048,6048,2007-08-25 17:00:00,54.316,9.722,238.6735,240.8,24.66,0.0,16.92
6049,6049,2007-08-25 18:00:00,97.614,21.086000000000002,236.83433333333332,434.8,56.58,3.3,21.240000000000002
6050,6050,2007-08-25 19:00:00,55.114,17.622,238.71683333333334,245.2,0.18,1.7999999999999998,20.82
6051,6051,2007-08-25 20:00:00,19.71,11.896,240.61516666666665,91.8,0.0,2.88,0.0
6052,6052,2007-08-25 21:00:00,21.214,14.942,241.86283333333333,104.4,0.0,4.2,0.0
6053,6053,2007-08-25 22:00:00,19.592,12.772,242.4085,95.0,0.0,4.14,0.0
6054,6054,2007-08-25 23:00:00,20.508,14.182,242.01516666666666,99.8,0.0,4.08,0.0
6055,6055,2007-08-26 00:00:00,27.934,8.218,240.11333333333332,123.4,0.0,1.5,10.56
6056,6056,2007-08-26 01:00:00,40.339999999999996,6.336,239.81283333333334,170.6,0.0,0.0,24.060000000000002
6057,6057,2007-08-26 02:00:00,20.698,8.842,241.2686666666667,93.8,0.0,1.6199999999999999,0.0
6058,6058,2007-08-26 03:00:00,14.934,12.808,242.20499999999998,78.0,0.0,4.2,0.0
6059,6059,2007-08-26 04:00:00,12.748,9.068,242.12883333333332,62.8,0.0,1.6199999999999999,0.0
6060,6060,2007-08-26 05:00:00,10.912,5.73,242.30366666666666,49.4,0.0,0.0,0.0
6061,6061,2007-08-26 06:00:00,12.422,7.88,242.15183333333334,60.4,0.0,1.14,0.0
6062,6062,2007-08-26 07:00:00,14.464,12.22,241.9975,77.6,0.0,4.26,0.0
6063,6063,2007-08-26 08:00:00,11.594,7.162,241.92299999999997,55.6,0.0,1.08,0.0
6064,6064,2007-08-26 09:00:00,70.922,6.626,239.73666666666668,302.4,0.0,0.0,39.0
6065,6065,2007-08-26 10:00:00,33.932,6.97,240.28716666666665,147.4,0.0,1.8599999999999999,18.66
6066,6066,2007-08-26 11:00:00,132.462,17.12,237.696,565.8,0.0,26.639999999999997,62.34
6067,6067,2007-08-26 12:00:00,146.064,22.84,236.5915,626.6,35.1,2.76,61.74
6068,6068,2007-08-26 13:00:00,85.262,13.886,239.06550000000001,362.0,0.18,20.22,27.900000000000002
6069,6069,2007-08-26 14:00:00,225.792,19.168,237.95066666666665,965.2,26.82,108.96000000000001,44.52
6070,6070,2007-08-26 15:00:00,61.342,13.766,239.2195,269.8,30.36,10.2,0.0
6071,6071,2007-08-26 16:00:00,21.614,14.784,240.34816666666666,106.2,0.0,4.26,0.0
6072,6072,2007-08-26 17:00:00,22.726,15.796,239.45633333333333,109.6,0.0,4.2,0.0
6073,6073,2007-08-26 18:00:00,27.544,10.94,238.15966666666665,127.8,0.0,4.14,0.0
6074,6074,2007-08-26 19:00:00,48.706,15.23,237.82250000000002,231.6,0.0,4.08,0.0
6075,6075,2007-08-26 20:00:00,90.278,18.862,237.60266666666666,394.6,0.0,4.02,14.82
6076,6076,2007-08-26 21:00:00,132.646,15.696,238.23933333333335,559.4,0.0,3.96,35.88
6077,6077,2007-08-26 22:00:00,34.406,16.47,240.593,159.6,0.0,3.96,0.0
6078,6078,2007-08-26 23:00:00,15.164,12.97,242.14866666666666,78.60000000000001,0.0,4.02,0.0
6079,6079,2007-08-27 00:00:00,16.302,14.802,242.48183333333333,87.8,0.0,3.96,0.0
6080,6080,2007-08-27 01:00:00,15.292,13.142,240.74949999999998,79.6,0.0,3.9,0.0
6081,6081,2007-08-27 02:00:00,15.943999999999999,14.203999999999999,241.398,85.6,0.0,3.96,0.0
6082,6082,2007-08-27 03:00:00,14.29,11.542,240.04316666666668,72.6,0.0,3.9,0.0
6083,6083,2007-08-27 04:00:00,14.974,12.41,240.2285,78.6,0.0,3.9,0.0
6084,6084,2007-08-27 05:00:00,15.71,13.516,239.84266666666664,82.2,0.0,3.9,0.0
6085,6085,2007-08-27 06:00:00,47.918,11.975999999999999,240.13833333333332,207.8,0.0,3.9,33.06
6086,6086,2007-08-27 07:00:00,64.096,11.916,240.03783333333334,282.2,0.0,3.9,25.5
6087,6087,2007-08-27 08:00:00,106.258,12.536,238.68583333333333,447.4,25.44,3.84,62.82
6088,6088,2007-08-27 09:00:00,108.342,11.748,236.89766666666668,459.2,31.14,3.84,61.86
6089,6089,2007-08-27 10:00:00,78.16799999999999,12.366,238.09716666666665,326.6,0.0,3.84,62.52
6090,6090,2007-08-27 11:00:00,76.822,10.200000000000001,238.73116666666667,320.6,0.0,3.9,62.82
6091,6091,2007-08-27 12:00:00,21.544,11.943999999999999,238.57299999999998,103.2,0.0,3.84,6.78
6092,6092,2007-08-27 13:00:00,14.964,12.298,238.7175,77.0,0.0,3.84,0.0
6093,6093,2007-08-27 14:00:00,15.89,13.914,240.24983333333333,84.4,0.0,3.84,0.0
6094,6094,2007-08-27 15:00:00,14.174,11.508,240.36183333333335,71.8,0.0,3.9,0.0
6095,6095,2007-08-27 16:00:00,14.61,11.93,239.499,75.2,0.0,3.84,0.0
6096,6096,2007-08-27 17:00:00,15.666,13.684,241.35,81.6,0.0,3.9,0.0
6097,6097,2007-08-27 18:00:00,16.222,12.97,240.8203333333333,82.6,0.0,2.16,0.0
6098,6098,2007-08-27 19:00:00,13.86,7.768,241.77983333333336,64.6,0.0,0.0,0.0
6099,6099,2007-08-27 20:00:00,64.5,11.54,239.6805,274.2,0.0,0.0,23.400000000000002
6100,6100,2007-08-27 21:00:00,167.6,17.914,237.21233333333333,717.4,51.300000000000004,0.0,27.12
6101,6101,2007-08-27 22:00:00,98.918,7.9,241.5915,407.8,5.159999999999999,0.0,0.0
6102,6102,2007-08-27 23:00:00,179.666,15.356,240.99866666666668,745.4,25.259999999999998,1.68,14.76
6103,6103,2007-08-28 00:00:00,135.306,6.18,237.62833333333336,569.6,29.76,0.42,58.86
6104,6104,2007-08-28 01:00:00,17.041999999999998,6.412,239.38616666666667,75.0,0.0,0.0,0.0
6105,6105,2007-08-28 02:00:00,24.038,8.502,239.426,105.0,0.0,1.92,0.0
6106,6106,2007-08-28 03:00:00,15.878,5.21,241.07016666666667,69.0,0.0,0.0,0.0
6107,6107,2007-08-28 04:00:00,11.427999999999999,5.854,240.83966666666666,53.0,0.0,0.0,0.0
6108,6108,2007-08-28 05:00:00,13.176,8.79,240.29433333333333,64.2,0.0,1.92,0.0
6109,6109,2007-08-28 06:00:00,10.428,4.07,239.43449999999999,46.8,0.0,0.0,0.0
6110,6110,2007-08-28 07:00:00,78.338,10.328,238.10433333333333,339.0,0.0,1.98,42.42
6111,6111,2007-08-28 08:00:00,70.402,4.002,239.9685,294.0,0.0,0.0,47.160000000000004
6112,6112,2007-08-28 09:00:00,49.268,10.034,239.52083333333334,214.79999999999998,0.0,1.8599999999999999,34.14
6113,6113,2007-08-28 10:00:00,59.492000000000004,4.756,238.429,250.0,0.0,0.12,35.1
6114,6114,2007-08-28 11:00:00,72.986,6.684,237.2655,306.6,0.0,1.26,43.620000000000005
6115,6115,2007-08-28 12:00:00,48.614,6.758,237.969,204.4,0.0,0.72,27.66
6116,6116,2007-08-28 13:00:00,21.768,6.27,239.19266666666667,97.6,0.0,1.02,10.5
6117,6117,2007-08-28 14:00:00,12.186,7.786,239.71983333333336,59.0,0.0,0.96,0.0
6118,6118,2007-08-28 15:00:00,43.946,8.414,238.7285,200.2,31.98,1.02,0.0
6119,6119,2007-08-28 16:00:00,14.544,10.278,238.98866666666666,75.0,0.54,1.02,0.0
6120,6120,2007-08-28 17:00:00,12.142,7.5600000000000005,240.13516666666666,58.8,0.0,1.14,0.0
6121,6121,2007-08-28 18:00:00,17.428,8.25,241.0405,82.4,0.0,0.96,0.0
6122,6122,2007-08-28 19:00:00,71.658,8.256,240.54616666666666,303.8,0.0,24.779999999999998,29.520000000000003
6123,6123,2007-08-28 20:00:00,17.144,7.074,239.94050000000001,75.4,0.0,0.72,0.0
6124,6124,2007-08-28 21:00:00,23.868,7.104,238.568,103.4,0.0,1.8599999999999999,0.0
6125,6125,2007-08-28 22:00:00,118.132,9.69,239.79933333333332,497.59999999999997,0.0,87.36,0.0
6126,6126,2007-08-28 23:00:00,37.792,12.852,243.20133333333334,169.8,0.0,17.04,0.0
6127,6127,2007-08-29 00:00:00,14.094,6.718,243.40716666666668,65.6,0.0,2.46,0.0
6128,6128,2007-08-29 01:00:00,14.296,9.35,242.69183333333334,70.0,0.0,2.6999999999999997,0.0
6129,6129,2007-08-29 02:00:00,12.968,7.466,241.15816666666666,64.6,0.0,1.74,0.0
6130,6130,2007-08-29 03:00:00,11.874,6.314,241.24766666666667,57.4,0.0,1.74,0.0
6131,6131,2007-08-29 04:00:00,32.558,8.212,241.09183333333334,141.6,0.0,2.58,18.720000000000002
6132,6132,2007-08-29 05:00:00,25.722,5.3020000000000005,240.91366666666667,111.8,0.0,0.8999999999999999,14.280000000000001
6133,6133,2007-08-29 06:00:00,12.92,8.152,241.59116666666665,64.8,0.0,2.52,0.0
6134,6134,2007-08-29 07:00:00,83.23,6.248,239.76466666666664,352.4,0.0,0.0,24.96
6135,6135,2007-08-29 08:00:00,108.456,7.078,238.78083333333333,454.8,26.94,2.16,62.88
6136,6136,2007-08-29 09:00:00,103.606,4.64,237.7695,434.2,30.48,0.0,62.34
6137,6137,2007-08-29 10:00:00,22.44,8.04,238.66899999999998,101.6,0.0,2.1,9.540000000000001
6138,6138,2007-08-29 11:00:00,10.572,4.93,239.6385,48.2,0.0,0.36,0.0
6139,6139,2007-08-29 12:00:00,13.09,8.504,240.043,64.6,0.0,1.74,0.0
6140,6140,2007-08-29 13:00:00,11.17,5.794,241.17683333333335,51.8,0.0,1.2,0.0
6141,6141,2007-08-29 14:00:00,11.916,6.926,240.25816666666665,56.0,0.0,0.96,0.0
6142,6142,2007-08-29 15:00:00,15.752,9.048,241.88716666666667,77.8,0.0,1.92,0.0
6143,6143,2007-08-29 16:00:00,10.636,5.36,242.7885,47.800000000000004,0.0,0.18,0.0
6144,6144,2007-08-29 17:00:00,14.11,10.138,241.23566666666665,70.4,0.0,2.16,0.0
6145,6145,2007-08-29 18:00:00,20.284,4.036,241.12166666666664,87.2,0.0,0.0,9.72
6146,6146,2007-08-29 19:00:00,94.632,13.53,239.32233333333335,399.4,0.0,2.1,63.120000000000005
6147,6147,2007-08-29 20:00:00,57.4,5.878,238.77416666666667,242.4,0.0,0.0,30.360000000000003
6148,6148,2007-08-29 21:00:00,21.826,9.838,238.64766666666668,100.2,0.0,2.1,0.0
6149,6149,2007-08-29 22:00:00,12.47,6.2459999999999996,241.55966666666666,59.4,0.0,0.6,0.0
6150,6150,2007-08-29 23:00:00,11.97,7.678,244.34099999999998,58.6,0.0,1.5,0.0
6151,6151,2007-08-30 00:00:00,12.628,8.164,242.75799999999998,61.4,0.0,1.5,0.0
6152,6152,2007-08-30 01:00:00,31.9,5.472,242.54583333333332,136.6,0.0,0.6,20.82
6153,6153,2007-08-30 02:00:00,26.648,7.776,242.06166666666667,117.4,0.0,2.1,14.4
6154,6154,2007-08-30 03:00:00,11.268,6.206,243.00733333333335,52.6,0.0,0.0,0.0
6155,6155,2007-08-30 04:00:00,11.438,6.57,242.19733333333335,57.0,0.0,2.1,0.0
6156,6156,2007-08-30 05:00:00,10.894,5.646,242.48066666666668,49.2,0.0,0.0,0.0
6157,6157,2007-08-30 06:00:00,22.038,7.766,239.27349999999998,106.0,0.0,2.04,0.0
6158,6158,2007-08-30 07:00:00,34.986,4.166,240.41,153.2,0.0,0.06,8.700000000000001
6159,6159,2007-08-30 08:00:00,102.972,7.856,238.12283333333335,433.0,27.3,1.98,62.52
6160,6160,2007-08-30 09:00:00,44.424,5.516,239.28516666666667,194.8,26.76,0.8999999999999999,7.08
6161,6161,2007-08-30 10:00:00,10.968,6.2540000000000004,240.58683333333335,51.4,0.0,1.2,0.0
6162,6162,2007-08-30 11:00:00,30.586,11.222,239.32250000000002,146.0,0.0,1.68,0.0
6163,6163,2007-08-30 12:00:00,53.338,5.162,239.79183333333333,224.4,0.0,0.36,36.42
6164,6164,2007-08-30 13:00:00,48.728,8.794,240.77466666666666,206.6,0.0,2.04,27.18
6165,6165,2007-08-30 14:00:00,9.629999999999999,3.824,240.11566666666667,42.4,0.0,0.0,0.0
6166,6166,2007-08-30 15:00:00,12.364,7.986000000000001,241.19183333333334,61.2,0.0,2.1,0.0
6167,6167,2007-08-30 16:00:00,11.536,6.49,241.14383333333336,53.4,0.0,0.0,0.0
6168,6168,2007-08-30 17:00:00,11.972,7.28,240.53166666666667,58.800000000000004,0.0,2.1,0.0
6169,6169,2007-08-30 18:00:00,104.884,10.918,239.06733333333335,449.0,59.22,24.36,0.0
6170,6170,2007-08-30 19:00:00,171.276,21.082,238.89033333333333,729.2,64.38,2.88,38.22
6171,6171,2007-08-30 20:00:00,84.39,10.884,239.49833333333333,356.4,0.24,18.119999999999997,0.66
6172,6172,2007-08-30 21:00:00,114.6,7.514,239.66416666666666,482.4,28.2,2.04,0.0
6173,6173,2007-08-30 22:00:00,183.722,13.314,238.71233333333333,777.0,23.220000000000002,78.54,22.32
6174,6174,2007-08-30 23:00:00,45.268,5.186,242.32250000000002,190.8,0.0,8.1,14.940000000000001
6175,6175,2007-08-31 00:00:00,25.844,9.57,242.0368333333333,112.2,0.0,4.4399999999999995,0.0
6176,6176,2007-08-31 01:00:00,22.436,6.17,242.1315,95.60000000000001,0.0,1.38,0.0
6177,6177,2007-08-31 02:00:00,23.324,7.65,242.02733333333333,101.60000000000001,0.0,2.04,0.0
6178,6178,2007-08-31 03:00:00,22.662,6.708,242.518,97.2,0.0,2.58,0.0
6179,6179,2007-08-31 04:00:00,22.472,6.276,242.04566666666668,95.8,0.0,0.84,0.0
6180,6180,2007-08-31 05:00:00,23.806,8.290000000000001,241.764,103.60000000000001,0.0,2.82,0.0
6181,6181,2007-08-31 06:00:00,52.246,4.396,240.45416666666668,223.2,0.0,0.18,8.64
6182,6182,2007-08-31 07:00:00,96.966,9.164,238.77983333333336,406.0,0.0,2.1,62.82
6183,6183,2007-08-31 08:00:00,87.28,5.61,239.89816666666667,361.4,0.0,0.36,63.480000000000004
6184,6184,2007-08-31 09:00:00,94.518,7.74,239.63583333333332,391.6,0.0,1.68,63.24
6185,6185,2007-08-31 10:00:00,73.696,4.964,238.46133333333333,306.2,0.0,1.44,62.7
6186,6186,2007-08-31 11:00:00,74.306,5.874,238.4755,308.8,0.0,0.6,62.7
6187,6187,2007-08-31 12:00:00,30.736,7.44,238.27666666666667,136.4,0.0,2.04,18.42
6188,6188,2007-08-31 13:00:00,10.0,4.446,238.15483333333336,45.8,0.0,0.0,0.0
6189,6189,2007-08-31 14:00:00,12.193999999999999,7.794,240.97983333333335,60.6,0.0,2.04,0.0
6190,6190,2007-08-31 15:00:00,10.622,5.336,242.136,48.8,0.0,0.0,0.0
6191,6191,2007-08-31 16:00:00,20.408,8.454,242.07133333333334,92.2,0.0,2.04,0.0
6192,6192,2007-08-31 17:00:00,15.794,4.854,242.4205,69.2,0.0,0.8999999999999999,0.0
6193,6193,2007-08-31 18:00:00,24.154,10.228,243.01883333333333,113.60000000000001,0.0,1.14,0.0
6194,6194,2007-08-31 19:00:00,118.67,20.848,237.09183333333334,507.2,0.0,3.06,51.120000000000005
6195,6195,2007-08-31 20:00:00,163.64,13.708,235.00183333333334,699.6,33.96,3.0,60.96
6196,6196,2007-08-31 21:00:00,121.05199999999999,6.118,233.833,517.0,13.02,1.14,60.3
6197,6197,2007-08-31 22:00:00,68.648,5.708,237.67299999999997,293.59999999999997,25.020000000000003,1.8599999999999999,9.9
6198,6198,2007-08-31 23:00:00,64.348,9.91,240.77100000000002,268.2,0.0,2.28,0.0
6199,6199,2007-09-01 00:00:00,16.398,8.282,241.92116666666666,75.2,0.0,0.48,0.0
6200,6200,2007-09-01 01:00:00,13.592,9.482,240.39116666666666,67.8,0.0,2.58,0.0
6201,6201,2007-09-01 02:00:00,12.198,7.03,239.7185,57.6,0.0,0.0,0.0
6202,6202,2007-09-01 03:00:00,13.614,9.314,240.13216666666668,68.2,0.0,2.52,0.0
6203,6203,2007-09-01 04:00:00,11.748000000000001,6.372,239.2255,56.199999999999996,0.0,1.02,0.0
6204,6204,2007-09-01 05:00:00,13.112,8.58,239.12883333333332,64.8,0.0,1.38,0.0
6205,6205,2007-09-01 06:00:00,26.522000000000002,7.874,238.1495,117.8,0.0,1.98,13.38
6206,6206,2007-09-01 07:00:00,44.668,5.832,240.16899999999998,193.6,0.0,0.42,21.84
6207,6207,2007-09-01 08:00:00,27.486,9.27,240.34650000000002,126.4,0.0,2.28,0.0
6208,6208,2007-09-01 09:00:00,97.828,5.664,236.73100000000002,411.2,0.0,0.0,59.7
6209,6209,2007-09-01 10:00:00,79.056,8.076,235.5505,334.4,0.0,2.4,61.2
6210,6210,2007-09-01 11:00:00,32.722,15.104,235.88583333333332,153.2,0.0,0.0,0.3
6211,6211,2007-09-01 12:00:00,25.22,11.728,240.654,122.2,0.0,2.34,0.0
6212,6212,2007-09-01 13:00:00,76.15,16.46,240.28133333333332,328.4,0.0,0.42,43.620000000000005
6213,6213,2007-09-01 14:00:00,111.512,23.036,240.06483333333333,479.4,34.62,1.8599999999999999,40.92
6214,6214,2007-09-01 15:00:00,134.118,24.044,238.355,569.0,30.48,1.6199999999999999,62.64
6215,6215,2007-09-01 16:00:00,118.646,23.62,238.39100000000002,507.6,0.0,2.34,62.64
6216,6216,2007-09-01 17:00:00,91.19800000000001,7.14,240.02783333333335,379.6,0.0,0.0,63.540000000000006
6217,6217,2007-09-01 18:00:00,108.884,10.808,239.85150000000002,457.0,0.0,3.7199999999999998,63.42
6218,6218,2007-09-01 19:00:00,106.38,13.592,240.10016666666667,456.6,48.9,0.0,23.76
6219,6219,2007-09-01 20:00:00,91.07600000000001,17.17,240.06233333333333,386.2,1.08,2.76,0.0
6220,6220,2007-09-01 21:00:00,148.396,16.826,237.96383333333333,627.8,34.199999999999996,0.6599999999999999,0.0
